8.827773e-01	9.954531e-01	
8.944792e-01	6.930946e-01	
5.684546e-01	9.086564e-01	
1.079423e+00	8.514799e-01	
9.533867e-01	5.427583e-01	
1.162996e+00	9.426449e-01	
5.974559e-01	6.064736e-01	
8.990442e-01	1.149640e+00	
1.318038e+00	1.214095e+00	
1.210933e+00	2.139201e-01	
1.211672e+00	9.450360e-01	
8.587294e-01	6.430554e-01	
6.354685e-01	8.472797e-01	
1.067995e+00	8.772455e-01	
8.952427e-01	2.427118e-01	
1.009710e+00	7.018485e-01	
9.571009e-01	5.095598e-01	
8.415696e-01	1.119150e+00	
1.191155e+00	1.184848e+00	
8.763168e-01	4.970199e-01	
1.166442e+00	9.631412e-01	
7.586008e-01	7.692686e-01	
6.162414e-01	8.512390e-01	
1.291848e+00	1.198135e+00	
9.710212e-01	4.552584e-01	
1.250890e+00	7.065220e-01	
7.192305e-01	7.149902e-01	
7.962040e-01	9.482929e-01	
1.335209e+00	1.128055e+00	
1.131226e+00	5.829296e-01	
1.209602e+00	6.647646e-01	
6.037142e-01	7.720737e-01	
6.209510e-01	1.038878e+00	
1.264162e+00	1.075962e+00	
1.129414e+00	4.929570e-01	
1.011818e+00	8.196844e-01	
7.750342e-01	7.757887e-01	
6.355797e-01	9.848696e-01	
9.999667e-01	1.191283e+00	
1.088692e+00	3.234659e-01	
1.085377e+00	8.634105e-01	
7.489240e-01	8.099779e-01	
6.250273e-01	1.138722e+00	
1.131210e+00	8.240919e-01	
1.172464e+00	2.149137e-01	
1.245857e+00	9.058952e-01	
5.986143e-01	8.549417e-01	
7.245955e-01	8.131593e-01	
1.266759e+00	8.526134e-01	
1.194809e+00	3.486501e-01	
1.184406e+00	7.304546e-01	
8.872706e-01	5.648108e-01	
9.528699e-01	1.116444e+00	
1.322619e+00	8.166923e-01	
1.213415e+00	3.637889e-01	
9.789939e-01	8.226201e-01	
9.461355e-01	7.332883e-01	
6.792246e-01	7.647568e-01	
1.244949e+00	1.074290e+00	
8.945361e-01	3.698916e-01	
1.128040e+00	6.642218e-01	
5.947228e-01	7.320242e-01	
9.657901e-01	9.129123e-01	
1.318123e+00	1.096404e+00	
1.071213e+00	4.654091e-01	
8.838902e-01	7.794477e-01	
9.147997e-01	7.765311e-01	
7.908850e-01	1.061264e+00	
1.265914e+00	9.773601e-01	
1.183643e+00	4.318069e-01	
1.179985e+00	6.864657e-01	
9.733631e-01	7.314907e-01	
8.663805e-01	8.461817e-01	
1.269186e+00	9.751855e-01	
1.226159e+00	5.162005e-01	
1.183913e+00	8.780273e-01	
8.993583e-01	7.840060e-01	
6.566781e-01	1.058742e+00	
1.069857e+00	8.386563e-01	
1.060834e+00	4.935483e-01	
1.142901e+00	8.685528e-01	
5.919321e-01	6.630713e-01	
6.917105e-01	9.764111e-01	
1.097274e+00	8.214806e-01	
1.259459e+00	2.333951e-01	
1.092123e+00	9.632719e-01	
